"Data_Status","State","MSN","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"2015F","MT","LGRFB","310","573","764","417","301","361","502","442","247","1321","167","33","37","87","206","437","332","451","357","187","210","85","119","215","46","15","21","6","23","11","9","8","16","13","11","91","4","8","41","15","25","13","7","0","0","0"
"2015F","MT","LOTCB","72225","73144","73006","66536","75667","73235","80916","81661","89120","90643","88730","87537","82905","78741","107993","107057","105786","93816","97768","102881","100504","102651","100826","100741","101854","106950","106933","90412","108965","100845","112836","87556","97575","99930","101890","104020","108219","119879","118878","110375","101054","101370","100992","103540","105565","102374"
"2015F","MT","NGISB","31689","32794","29416","33334","30351","27994","23749","23170","23910","18499","14523","13824","10579","10992","8921","7576","6718","7263","8027","9435","8915","9184","11551","11791","13161","17352","17152","17743","20548","21546","22478","19838","20614","19150","19395","21011","25318","25350","26201","19172","17213","18107","17135","13244","13833","11950"
"2015F","MT","NGLPB","5254","6345","6102","4402","3756","2360","2788","2992","2788","4733","3457","1847","2032","1983","2077","2136","1804","2125","2041","1799","2322","1728","1913","2421","2296","2306","2473","2347","2052","1057","2640","3107","3433","4149","4657","5407","5781","5228","4933","4187","4113","3268","4568","4643","3391","3296"
"2015F","MT","NGPZB","731","784","1082","1710","1755","1798","1483","1479","1550","2273","2865","2104","2332","1656","1888","2246","2064","2047","2298","2460","2106","2388","3087","3781","3626","4047","3516","3543","3843","6111","7836","7648","7881","8538","8438","8275","7722","7940","7445","5102","7531","6998","7154","7000","4233","3742"
"2015F","MT","NGRFB","5572","5184","4774","5638","5553","4246","4683","4275","2740","1644","2349","1799","1111","884","970","636","774","737","532","652","761","972","942","1124","1109","1326","1493","1605","1423","2042","1936","1546","1712","1514","1620","1884","2577","2020","2043","1668","1485","1589","1642","6768","8812","9759"
"2015F","MT","P5RFB","13909","13465","15641","17486","16625","16448","14941","15003","15889","16094","15007","8955","8951","10909","11104","10130","10483","11653","13788","14553","14720","13117","14970","13932","15399","14683","17473","17520","15660","16745","15474","20435","19317","20683","21081","22054","22894","23359","20960","21914","22885","23448","23763","23668","21988","23650"
"2015F","MT","PCISB","5620","5780","6667","5840","4737","5278","4750","6326","5300","3809","3228","6832","5406","2822","4288","4646","5038","8064","8150","7213","7309","6302","9125","5410","6542","7002","8150","5675","11879","14689","9015","0","6583","4648","4331","4014","4739","10487","10143","2420","0","0","0","0","0","0"
"2015F","MT","PCRFB","4217","4398","4879","5693","5331","5873","4729","5030","5030","5482","5331","3049","2866","3506","3854","4188","3782","3695","3913","3759","3907","4249","3932","4095","4422","4313","4619","4678","4995","5264","4748","4955","4762","4536","5299","5411","5454","6048","5650","6589","6276","6498","6311","7142","6815","7079"
"2015F","MT","RFISB","865","1954","2664","4875","7888","7498","9747","9084","9443","30812","20753","11622","6554","4399","1860","0","0","0","8","0","1","4","5","990","648","246","6","6","18","3","0","1","0","13","143","424","436","0","0","151","0","0","0","2","0","0"
"2015F","MT","RFRFB","6193","5426","6073","5042","5476","4841","4734","4596","4828","4451","4508","4059","3523","2717","2490","45","62","63","1328","1053","1298","887","527","3254","1649","1218","1116","1006","646","110","0","15","246","23","122","245","161","0","0","20","0","0","0","0","0","0"
"2015F","MT","SFCCB","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MT","SFINB","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MT","SFRCB","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MT","SOCCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","5","6","7","6","8","7","15","21","21","24"
"2015F","MT","SOICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MT","SORCB","","","","","","","","","","","","","","","","","","","","0","0","1","1","1","1","1","2","2","2","2","2","2","2","3","3","4","10","17","25","25","25","25","70","95","96","61"
"2015F","MT","TEPFB","108944","109939","112405","106221","113508","108578","115840","117429","125457","130698","126310","116869","110954","109981","138039","134298","135248","122857","130434","130621","127704","129016","127579","130250","130950","134764","137285","120674","137106","131614","145444","123898","133259","137870","142638","148458","153193","164882","161123","149098","141135","139958","141285","151570","150008","148300"
"2015F","MT","TERFB","26621","25505","28235","29556","28924","26862","25911","25373","24776","24647","23177","16174","14533","17417","15714","12407","12668","13909","17021","17752","18016","16132","17509","19483","19148","18236","21072","20864","18800","19913","18471","22576","22104","22951","23609","25069","26443","26385","24023","24483","25135","25742","26138","33363","33745","36372"
"2015F","MT","TETCB","322800","333954","342408","347684","351959","345422","365146","361119","383381","397210","360295","337227","317061","323494","359548","370297","352625","329322","341867","351858","347551","352433","346155","364541","368598","388537","394686","365491","388078","393356","407500","355874","379143","377148","399117","419572","439204","470127","456939","427226","400855","402340","395729","406510","404638","391434"
"2015F","MT","TNSCB","213856","224015","230003","241463","238451","236844","249306","243691","257925","266512","233985","220358","206107","213513","221509","235998","217377","206465","211433","221237","219847","223417","218576","234292","237648","253774","257402","244817","250972","261743","262056","231976","245884","239278","256478","271113","286011","305245","295816","278128","259720","262382","254444","254940","254630","243133"
"2015F","MT","WDRSB","326","304","296","269","269","358","372","448","565","702","292","394","409","438","442","455","414","197","210","212","753","790","828","766","727","727","755","798","709","727","783","440","447","470","482","2540","2253","2490","2786","1339","1169","1196","1116","1541","1569","1169"
"2015F","MT","WDRXB","2461","2294","2233","2035","2035","2704","2810","3387","4268","5301","2206","2976","3090","3305","3336","3437","3131","1487","1587","1604","1036","1086","1139","1053","999","999","1038","1097","975","1001","1077","605","614","647","663","3493","3098","3424","3832","1842","1608","1644","1535","2119","2158","1607"
"2015F","MT","WWCSB","6","6","6","5","5","7","7","9","11","13","7","9","9","10","10","11","12","7","7","17","82","86","91","103","99","100","103","133","116","122","131","77","79","83","81","408","378","402","424","189","187","180","157","182","187","205"
"2015F","MT","WWCXB","46","43","42","39","39","51","53","64","81","101","55","72","70","75","75","82","92","51","56","130","113","118","125","142","136","137","142","183","160","168","180","107","109","114","111","561","520","552","583","260","257","247","217","251","258","281"
"2015F","MT","WWISB","1422","1616","1511","1721","1179","1389","1664","2189","2545","2658","2524","2664","2577","2911","2970","2957","6361","6334","6589","4225","5506","9655","4252","4370","5016","12567","11742","11912","10608","11101","11004","8665","8492","9391","8198","9491","9776","11951","9696","6528","7881","1008","931","752","1038","1138"
"2015F","MT","WWIXB","1605","1824","1706","1943","1332","1569","1879","2472","2873","3001","5821","6144","5944","6714","6849","6821","9584","9293","9533","3747","3378","4667","2748","2502","2655","1870","1950","2051","2133","2203","2084","1987","1232","1250","2989","1337","1114","1173","1132","2542","1125","253","258","201","205","205"
"2015F","MT","WYCCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MT","WYICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","NC","CLOSB","53868","43854","35771","36191","35441","34743","32353","35675","37352","40038","33576","42092","39840","46456","49293","55904","63534","63090","62893","63353","74055","67840","71746","62257","60139","61568","58741","54080","47198","43888","46668","45581","42167","42079","38127","36907","32156","30110","27851","22764","23058","19783","17173","17903","15763","14337"
"2015F","NC","CLRFB","0","0","0","0","0","0","0","0","0","0","0","0","855","0","0","0","0","693","620","583","488","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","NC","COICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","NC","DFISB","26297","26898","28620","28510","24250","24876","30683","35611","26938","28491","24044","19159","17738","17188","20216","21046","29769","25233","24721","22968","20089","20075","21705","19498","20179","27004","25443","23388","28059","22900","24479","27210","19849","20584","20266","24854","22710","22689","19471","17068","17388","17324","16820","19378","18569","19440"
"2015F","NC","DFRFB","0","0","0","63","0","0","154","356","371","17","19","0","731","0","0","0","0","101","65","109","107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","NC","EMLCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","NC","ESISB","54929","58506","62944","69115","68522","71226","77518","80834","82121","85648","86148","84277","75605","84015","90328","89641","92369","96985","101116","104231","104911","107527","110965","114260","113644","116223","116492","119745","119372","116571","116867","112361","107072","103433","106028","102706","99845","98874","94760","85640","89790","90604","91770","91689","92003","94516"
"2015F","NC","ESRFB","0","0","0","9","0","0","7","22","23","433","19","0","1421","0","0","0","0","1940","1966","2061","1764","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","NC","GECCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","NC","GEICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","NC","GERCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","111","123","134","144","153","141","151","160","171","177","200","200","225","245","319","346","396","459","556","663","826","931","903","967","967","967","967"
"2015F","NC","HYCCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","255","253","128","161","150","134","159","137","102","106","17","86","64","169","178","119","73","75","134","113","96","108","138","138","102"
"2015F","NC","HYICB","106","74","96","67","35","51","26","51","41","33","32","32","32","32","32","32","32","32","32","0","27","28","27","21","19919","16866","18004","17326","16955","12009","9545","7575","10809","8768","6888","7222","4899","20","24","21","15","14","3569","8404","0","0"
"2015F","NC","LGISB","7064","6887","8023","10514","11044","13468","14848","12373","15286","16981","16642","14799","13381","11654","10171","12786","12132","14651","11955","11832","12189","15947","16506","18370","19725","18263","20984","27852","19241","14999","20596","19026","16246","10983","10058","15148","17906","15646","9854","10663","10602","9529","11033","8245","9055","8144"
"2015F","NC","LGRFB","0","0","0","134","0","0","0","0","0","0","0","0","270","0","0","0","0","179","627","837","1004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","NC","LOTCB","333936","358464","380195","417419","421247","421929","449097","479019","498678","500885","523681","521811","502949","531352","557620","564900","592736","623852","646219","694816","696591","707005","722426","760946","750427","791262","817145","795119","836198","850916","891383","878960","910434","892249","943205","951509","939660","1004096","996946","964681","1024800","972215","926803","888702","905908","894178"
